preML,preDV,preAP,postML,postDV,postAP,spikeWidth,spikeThresh,spikeAmp,adaptIndex,burstIndex,Rm,Cm,maxFireRate,sagRatio,outputGain,Iholding,isConn,amp,tauRise,tauDecay,APbregma,WCboth,WCtimes,WCrate,dML,dDV,dAP,dML2,dDV2,dAP2,dEuclid,dHoriz,is_mPFCBLA2mPFCBLA,is_mPFCBLA2nonmPFCBLA,is_random2random
455.457772621226,2133.74789747278,99.4300777111064,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.32084605,0.506928048,0.2778698,76.7700252678743,150.704773334539,31.2151058264442,5893.63677963006,22711.9287058148,974.382831756112,171.988221449031,169.131799155111,1,0,0
383.730512494057,1877.88599593513,116.042990172585,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.131089372,0.340006363,0.191328331,5.04276514070591,-105.15712820311,47.8280182879225,25.4294802643187,11058.0216119253,2287.51933334985,115.632912380254,105.277970593043,1,0,0
464.399223951507,1943.3027844938,97.0169345341607,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.148410282,0.781511038,0.044445085,85.7114765981557,-39.7403396444392,28.8019626494985,7346.45722063619,1579.29459505539,829.553052463105,98.7689468818752,94.4761970852531,1,0,0
414.655846125618,2097.03874171022,116.704061757797,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.393489859,0.693638452,0.194193984,35.9680987722662,113.995617571979,48.4890898731351,1293.70412929149,12995.000825617,2351.19183672497,128.995723927708,119.535371145567,1,0,0
467.394117303164,2084.46853006036,112.460334616313,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.599245039,0.722385824,0.408159278,88.7063699498128,101.425405922117,44.245362731651,7868.82006967306,10287.1129664662,1957.65212325537,141.82237185788,134.743953616254,1,0,0
446.137717604776,2221.35929250215,116.049559089639,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.10876283,0.188433103,0.40088243,67.4499702514243,238.31616836391,47.834587204977,4549.49848691802,56794.5961036555,2288.14773307055,252.25432072344,247.677400241874,1,0,0
488.251340197193,2055.31810626465,109.284455668217,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.035611534,0.272538764,0.071498339,109.563592843842,72.2749821264156,41.0694837835544,12004.1808768512,5223.67304137369,1686.70249824764,137.530201833897,131.254919596276,1,0,0
434.191617468478,1910.44837942568,123.163985885921,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.251658882,0.844164668,0.065126282,55.5038701151267,-72.5947447125607,54.9490140012591,3080.67959775685,5269.99695988186,3019.39413971057,106.630533607167,91.3820362961929,1,0,0
373.736247360579,1920.08680596142,142.521157300014,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.618239492,0.983081079,0.180559554,-4.95149999277254,-62.9563181768217,74.3061854153517,24.5173521784265,3963.49799838121,5521.40919098062,97.5162783413121,63.1507351545462,1,0,0
512.816444439369,1926.1853334997,148.151148325211,378.687747353351,1983.04312413824,68.2149718846622,1.2004,-39.1229811656599,78.0023765659321,1.7799511002445,3.02962962962963,269.183289268446,63.2020004852579,40,0.075192586872273,0.1814225114685,NaN,0,0,NaN,NaN,1.4,0.253198818,0.820557177,0.086025641,134.128697086017,-56.8577906385365,79.9361764405491,17990.5073819926,3232.80835629565,6389.79230393459,166.17192314655,145.682242357428,1,0,0
87.8722815952079,1479.44145906885,26.5226600197948,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.79151097,0.838994253,0.501274019,-10.6338106845111,170.913523026632,-41.6448276161201,113.077929674023,29211.4323533751,1734.29166717636,176.235075822679,171.244008020862,1,0,0
272.608624611072,1414.23466898317,32.808871122971,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.235640264,0.550809492,0.139772167,174.102532331353,105.706732940961,-35.3586165129438,30311.6917641898,11173.9133890516,1250.23176170942,206.726478504692,203.680154048551,1,0,0
205.93498453637,1511.18182823787,36.6010541137258,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.03421486,0.340896261,0.064465459,107.428892256651,202.653892195656,-31.5664335221891,11540.9668914911,41068.6000220486,996.439725310782,231.529710056508,229.367754737975,1,0,0
289.909631521039,1187.69012363939,42.061279329672,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.065627025,0.265951759,0.206464408,191.40353924132,-120.837812402823,-26.1062083062428,36635.3148341034,14601.7769062999,681.534112128943,227.856590540042,226.356117081919,1,0,0
294.998452215184,1487.19575463997,46.6072922454047,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,196.492359935465,178.667818597758,-21.5601953905102,38609.2475130082,31922.1894024813,464.842025276976,266.451269354767,265.577553485775,1,0,0
237.120899359135,1239.33214659127,43.2359776625051,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.058246164,0.227866139,0.295749375,138.614807079416,-69.1957894509442,-24.9315099734098,19214.0647416637,4788.0572777394,621.580189554232,156.919413104171,154.926182485089,1,0,0
130.375184780722,1283.21607116505,50.7066422728946,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,31.8690925010033,-25.3118648771597,-17.4608453630202,1015.6390568375,640.69050355959,304.881120791305,44.2855583818066,40.6980289497795,1,0,0
352.662004499737,1369.19409146244,52.0624615906942,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.022970743,0.332062274,0.033388708,254.155912220018,60.6661554202276,-16.1050260452206,64595.2277163893,3680.38241347121,259.371863917234,261.791867699854,261.296020118678,1,0,0
280.850723018442,1384.30667578542,51.8433387407239,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.327108926,0.217888169,0.902738011,182.344630738723,75.7787397432062,-16.324148895191,33249.5643592413,5742.41739706858,266.477837152364,198.137476499178,197.463874560158,1,0,0
196.899793902604,1364.33720367681,50.820342145419,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.248899168,0.481526716,0.209321931,98.393701622885,55.8092676345937,-17.3471454904959,9681.32051905332,3114.6743539097,300.923456668432,114.441768291264,113.119383276974,1,0,0
74.9827231764516,1398.22063301216,70.1123273285452,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.493490257,0.501935341,0.439366037,-23.5233691032675,89.6926969699464,1.94483969263032,553.34889396856,8044.77988974263,3.78240143003042,92.7464888022248,92.7260954840178,1,0,0
318.602623740649,1303.05228336721,57.1520070129199,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.019421569,0.360025682,0.02114351,220.09653146093,-5.47565267500272,-11.015480622995,48442.4831611321,29.9827722172645,121.340813355578,220.440029819234,220.164633702485,1,0,0
285.859286451002,1452.27051440957,59.6458951960403,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.031065296,0.253043029,0.059571226,187.353194171283,143.742578367356,-8.5215924398745,35101.2193661824,20661.9288356956,72.6175377113263,236.295928317839,236.142220286585,1,0,0
240.608598549681,1574.23726910234,62.4885979529342,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,142.102506269962,265.709333060127,-5.67888968298066,20193.1222882047,70601.4496752577,32.2497880314642,301.374885734518,301.321376545811,1,0,0
360.196983182018,1399.45814476122,66.1072506622057,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.055681333,0.262561965,0.160540026,261.690890902299,90.9302087190088,-2.06023697370912,68482.1223812389,8268.3028576825,4.24457638783813,277.046331531947,277.038671017101,1,0,0
187.144590530869,1431.60266008373,72.5738805039453,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,88.6384982511503,123.074724041519,4.40639286803048,7856.78337221918,15147.3876978961,19.4162981074299,151.735254203572,151.671259868557,1,0,0
332.524061689217,1269.95061888918,66.7561664729613,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.501451072,0.500013085,0.517793628,234.017969409498,-38.5773171530316,-1.41132116295356,54764.4100065448,1488.20939872558,1.99182742500058,237.180545645496,237.176346639521,1,0,0
320.638757332338,1437.77367029067,67.229936790822,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.032298917,0.268159279,0.071852322,222.132665052619,129.245734248454,-0.937550845092886,49342.9208833792,16704.4598214221,0.879001587134385,256.99855973602,256.996849600927,1,0,0
319.706273753557,1464.08897029549,70.7230945989318,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.10925856,0.363863178,0.151185502,221.200181473838,155.561034253276,2.55560696301694,48929.520284059,24199.235377949,6.53112694942068,270.435365270442,270.423289792148,1,0,0
308.019244336217,1542.02101378376,73.7317623631994,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.066379944,0.26140074,0.181474894,209.513152056498,233.493077741548,5.56427472728453,43895.7608846493,54519.0173532208,30.9611532406973,313.760640283498,313.711297593616,1,0,0
214.048088470923,1284.77422540238,79.5077196046865,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.177579208,0.762379037,0.067366576,115.541996191204,-23.7537106398302,11.3402319687716,13349.9528838483,564.238769160781,128.60086110555,118.502289066982,117.958431886021,1,0,0
188.520598510053,1581.98630641951,79.9417718478671,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,90.0145062303335,273.458370377291,11.7742842119522,8102.61133189075,74779.4803294039,138.633768703827,288.133173081474,287.892500182437,1,0,0
131.353183177037,1337.63281690125,82.5953573254652,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,NaN,NaN,NaN,32.8470908973184,29.1048808590319,14.4278696895503,1078.9313804167,847.094089818444,208.163423778644,46.197282322814,43.886506698929,1,0,0
346.101502295616,1533.37896195411,82.2040230432,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.2069356,0.254431994,0.506712782,247.595410015897,224.851025911893,14.0365354072851,61303.4870609401,50557.9838536307,197.024326239968,334.751393187259,334.456979168578,1,0,0
342.151109779289,1386.75237777192,86.0836347335385,98.5060922797191,1308.52793604221,68.1674876359149,1.12234999999998,-36.348655819558,83.1870357727274,4.23766816143498,1.49664429530202,106.518255267679,99.186205313185,34,0.0626557919157224,0.124101492193585,NaN,0,0,NaN,NaN,1.6,0.086105268,0.531229828,0.07870069,243.64501749957,78.2244417297109,17.9161470976236,59362.8945523658,6119.06328392493,320.988326823687,256.520849373135,255.894427130195,1,0,0
